localidad,sex,age,violence,cruelty,gender,gender_2
KENNEDY,X,20,6.87,7.87,T,F
USAQUEN,M,39,3.76,3.67,C,H
SUBA,F,26,3.35,4.72,C,F
KENNEDY,M,29,6.44,3.48,C,H
SUBA,X,57,4.03,5.21,T,F
SUBA,F,7,3.61,4.03,C,F
KENNEDY,M,25,6.27,1.88,C,H
SUBA,F,7,3.34,3.72,C,F
KENNEDY,F,9,3.35,4.78,C,F
KENNEDY,M,32,7.28,1.37,C,H
KENNEDY,F,24,6.97,6.79,C,F
SUBA,F,10,3.31,3.63,C,F
USAQUEN,F,11,2.14,3.75,C,F
USAQUEN,F,31,3.07,2.63,C,F
SUBA,M,26,5.43,3.83,C,H
SUBA,X,45,1.7,5.47,T,F
USAQUEN,M,15,6.33,4.24,C,H
KENNEDY,F,6,3.72,3.25,C,F
MARTIRES,M,57,7.37,1.07,C,H
USAQUEN,F,13,4.0,4.33,C,F
USAQUEN,F,9,3.27,4.59,C,F
SUBA,F,8,0.9,5.81,C,F
KENNEDY,F,3,5.54,3.28,C,F
MARTIRES,M,9,6.34,1.62,C,H
MARTIRES,F,6,2.73,2.8,C,F
MARTIRES,F,22,6.11,5.82,C,F
USAQUEN,M,11,2.03,2.93,C,H
SUBA,M,18,6.2,1.19,C,H
SUBA,F,39,3.7,4.23,C,F
KENNEDY,F,20,7.25,6.11,C,F
MARTIRES,M,1,3.48,0.41,C,H
MARTIRES,F,24,6.88,4.31,C,F
MARTIRES,F,30,4.64,4.69,C,F
USAQUEN,M,14,2.3,3.17,C,H
USAQUEN,F,13,3.93,3.53,C,F
USAQUEN,M,45,3.06,3.23,C,H
KENNEDY,F,25,7.98,5.11,C,F
MARTIRES,X,20,6.64,8.49,T,F
KENNEDY,M,17,9.91,3.74,C,H
MARTIRES,F,35,5.82,5.7,C,F
USAQUEN,F,9,0.06,3.38,C,F
SUBA,F,5,2.87,4.84,C,F
KENNEDY,F,17,7.99,4.12,C,F
USAQUEN,M,32,4.92,2.57,C,H
KENNEDY,M,26,7.66,2.9,C,H
MARTIRES,M,29,6.28,3.78,C,H
MARTIRES,F,6,3.99,2.74,C,F
USAQUEN,F,14,2.37,5.86,C,F
MARTIRES,F,42,4.32,3.44,C,F
SUBA,X,28,4.54,6.42,T,F
USAQUEN,F,49,1.79,5.69,C,F
SUBA,F,9,3.87,4.35,C,F
MARTIRES,F,20,7.53,3.47,C,F
KENNEDY,F,11,6.03,2.02,C,F
USAQUEN,M,23,5.62,3.91,C,H
USAQUEN,F,10,4.15,3.47,C,F
USAQUEN,F,32,3.53,3.38,C,F
KENNEDY,F,13,6.87,3.28,C,F
USAQUEN,M,34,4.19,2.27,C,H
KENNEDY,F,8,4.14,3.71,C,F
KENNEDY,M,31,6.94,0.6,C,H
USAQUEN,M,27,3.81,1.89,C,H
KENNEDY,M,37,6.64,1.1,C,H
USAQUEN,F,14,3.11,4.7,C,F
USAQUEN,F,42,0.17,4.78,C,F
USAQUEN,F,31,2.82,4.17,C,F
SUBA,M,18,6.21,3.44,C,H
KENNEDY,F,19,9.23,5.75,C,F
SUBA,M,36,5.29,2.5,C,H
KENNEDY,F,23,7.69,5.97,C,F
KENNEDY,M,3,3.72,1.74,C,H
KENNEDY,F,21,8.17,5.57,C,F
MARTIRES,F,13,5.41,3.48,C,F
SUBA,F,33,8.14,3.23,C,F
MARTIRES,F,21,8.02,3.97,C,F
USAQUEN,F,33,3.09,4.76,C,F
MARTIRES,X,17,6.31,6.31,T,F
USAQUEN,M,23,6.51,2.49,C,H
KENNEDY,M,9,4.25,2.6,C,H
SUBA,M,15,7.31,2.92,C,H
SUBA,X,47,3.73,3.86,T,F
MARTIRES,F,10,3.33,3.12,C,F
USAQUEN,F,32,4.26,3.63,C,F
MARTIRES,M,1,3.69,0.99,C,H
USAQUEN,M,1,0.71,2.62,C,H
USAQUEN,F,13,2.66,2.15,C,F
SUBA,M,32,6.45,2.16,C,H
MARTIRES,F,28,4.83,3.79,C,F
MARTIRES,F,13,6.79,2.45,C,F
SUBA,F,51,4.53,3.69,C,F
MARTIRES,F,7,3.3,3.53,C,F
MARTIRES,F,35,5.26,4.18,C,F
KENNEDY,F,15,8.67,5.43,C,F
SUBA,M,35,5.07,2.06,C,H
KENNEDY,X,19,8.67,8.36,T,F
USAQUEN,M,14,1.72,2.34,C,H
KENNEDY,F,22,8.53,5.36,C,F
MARTIRES,F,43,5.11,3.25,C,F
SUBA,F,4,3.06,3.48,C,F
USAQUEN,F,6,2.23,3.7,C,F
SUBA,X,34,3.75,5.75,T,F
MARTIRES,F,13,3.9,5.38,C,F
MARTIRES,F,25,5.48,6.61,C,F
KENNEDY,F,19,6.2,5.48,C,F
MARTIRES,M,33,5.86,1.89,C,H
MARTIRES,M,45,4.44,2.43,C,H
USAQUEN,M,22,4.1,3.41,C,H
SUBA,F,31,4.3,6.31,C,F
MARTIRES,M,13,3.53,0.93,C,H
USAQUEN,F,29,3.31,5.03,C,F
USAQUEN,F,53,1.92,2.37,C,F
MARTIRES,M,55,2.01,2.76,C,H
USAQUEN,M,17,4.17,4.32,C,H
MARTIRES,F,28,5.59,5.2,C,F
KENNEDY,F,18,8.31,4.77,C,F
MARTIRES,M,15,7.63,1.45,C,H
USAQUEN,M,10,1.49,2.0,C,H
SUBA,F,12,4.09,3.69,C,F
KENNEDY,M,17,8.46,3.1,C,H
USAQUEN,M,40,1.83,0.6,C,H
SUBA,M,23,5.7,2.51,C,H
USAQUEN,F,12,3.4,3.84,C,F
USAQUEN,F,34,3.76,3.99,C,F
SUBA,M,26,4.93,3.28,C,H
MARTIRES,F,34,6.4,3.77,C,F
KENNEDY,F,28,8.49,5.43,C,F
SUBA,M,10,6.3,2.41,C,H
MARTIRES,M,42,3.23,2.04,C,H
KENNEDY,F,46,5.06,4.42,C,F
SUBA,M,8,2.62,2.34,C,H
KENNEDY,M,12,4.46,3.2,C,H
MARTIRES,X,39,4.05,6.87,T,F
USAQUEN,M,3,2.88,0.9,C,H
USAQUEN,F,4,2.42,2.91,C,F
SUBA,M,29,5.17,2.62,C,H
MARTIRES,F,24,7.45,5.34,C,F
MARTIRES,F,5,3.25,3.26,C,F
MARTIRES,X,20,6.78,6.86,T,F
KENNEDY,M,8,5.69,1.99,C,H
SUBA,F,4,4.36,2.1,C,F
USAQUEN,M,13,4.6,4.71,C,H
KENNEDY,M,3,6.71,2.08,C,H
KENNEDY,F,19,8.52,4.35,C,F
SUBA,F,28,4.92,5.0,C,F
SUBA,M,23,6.7,3.22,C,H
USAQUEN,F,14,1.7,4.92,C,F
USAQUEN,M,23,5.85,3.33,C,H
KENNEDY,F,17,8.2,5.09,C,F
KENNEDY,F,16,9.34,5.57,C,F
KENNEDY,M,11,6.58,2.06,C,H
SUBA,F,12,6.3,2.34,C,F
MARTIRES,F,19,7.34,4.99,C,F
SUBA,F,14,3.28,2.77,C,F
SUBA,F,12,1.84,5.34,C,F
USAQUEN,M,16,6.2,3.42,C,H
KENNEDY,F,5,4.18,3.26,C,F
MARTIRES,M,10,5.5,0.94,C,H
SUBA,F,5,2.34,5.04,C,F
MARTIRES,F,25,6.22,4.9,C,F
MARTIRES,X,56,3.7,5.07,T,F
USAQUEN,F,18,4.89,5.25,C,F
USAQUEN,M,25,3.9,2.03,C,H
MARTIRES,F,13,5.16,2.86,C,F
USAQUEN,F,30,5.67,3.3,C,F
SUBA,F,15,6.86,4.61,C,F
USAQUEN,M,37,4.06,2.02,C,H
USAQUEN,M,42,3.23,2.76,C,H
MARTIRES,M,2,2.56,0.5,C,H
USAQUEN,M,17,3.85,4.68,C,H
KENNEDY,F,14,5.04,3.74,C,F
KENNEDY,F,22,7.42,6.4,C,F
MARTIRES,M,33,6.82,1.72,C,H
SUBA,F,11,2.93,5.04,C,F
MARTIRES,F,32,5.98,3.59,C,F
KENNEDY,F,34,6.9,3.85,C,F
SUBA,M,21,5.26,2.57,C,H
USAQUEN,M,4,1.82,0.8,C,H
USAQUEN,M,7,3.57,2.15,C,H
MARTIRES,F,10,5.88,2.5,C,F
KENNEDY,F,16,8.4,6.41,C,F
KENNEDY,F,21,6.39,5.49,C,F
KENNEDY,F,1,4.68,2.63,C,F
SUBA,M,13,4.28,3.83,C,H
MARTIRES,F,9,2.5,4.33,C,F
USAQUEN,M,36,4.63,3.06,C,H
SUBA,M,13,6.28,2.47,C,H
USAQUEN,F,16,5.07,5.3,C,F
KENNEDY,F,33,7.67,4.16,C,F
SUBA,M,21,5.07,2.63,C,H
KENNEDY,F,6,5.78,3.42,C,F
USAQUEN,F,39,5.12,2.82,C,F
MARTIRES,F,40,5.26,2.92,C,F
USAQUEN,M,27,5.44,3.68,C,H
SUBA,F,15,3.45,6.56,C,F
SUBA,F,25,5.41,4.48,C,F
KENNEDY,M,9,4.75,2.97,C,H
MARTIRES,X,23,6.62,7.65,T,F
SUBA,M,27,5.44,3.16,C,H
MARTIRES,X,45,2.25,4.7,T,F
MARTIRES,M,7,3.81,2.38,C,H
KENNEDY,M,8,6.24,4.37,C,H
KENNEDY,F,34,5.73,3.03,C,F
MARTIRES,F,23,7.86,5.34,C,F
KENNEDY,F,16,7.72,4.6,C,F
USAQUEN,F,17,6.85,6.68,C,F
KENNEDY,M,7,5.31,2.56,C,H
USAQUEN,M,4,1.45,1.78,C,H
USAQUEN,M,8,1.84,1.86,C,H
MARTIRES,F,4,3.95,3.66,C,F
KENNEDY,F,10,5.92,3.22,C,F
MARTIRES,F,25,5.11,2.65,C,F
KENNEDY,M,41,3.04,3.26,C,H
KENNEDY,M,8,5.96,3.91,C,H
KENNEDY,M,43,6.31,0.13,C,H
USAQUEN,F,20,4.92,5.86,C,F
SUBA,M,11,2.9,0.89,C,H
SUBA,X,49,3.02,5.05,T,F
MARTIRES,M,27,7.22,2.19,C,H
SUBA,X,32,3.79,7.25,T,F
MARTIRES,M,14,4.31,0.31,C,H
SUBA,M,5,3.27,0.31,C,H
SUBA,F,28,6.16,4.37,C,F
SUBA,F,31,6.16,2.67,C,F
USAQUEN,F,24,4.2,5.66,C,F
SUBA,M,11,2.52,2.17,C,H
MARTIRES,F,29,6.85,4.18,C,F
MARTIRES,M,32,6.62,2.81,C,H
KENNEDY,M,30,7.16,2.47,C,H
KENNEDY,M,9,5.21,0.7,C,H
KENNEDY,M,30,6.44,0.18,C,H
KENNEDY,F,3,6.01,3.92,C,F
KENNEDY,F,14,7.41,2.92,C,F
SUBA,F,55,3.77,2.62,C,F
MARTIRES,M,17,7.32,2.83,C,H
KENNEDY,F,45,5.91,3.75,C,F
USAQUEN,M,6,1.35,2.5,C,H
USAQUEN,M,21,6.9,3.77,C,H
USAQUEN,F,42,1.49,4.15,C,F
KENNEDY,F,46,5.58,4.23,C,F
USAQUEN,M,22,4.69,2.11,C,H
MARTIRES,F,16,7.68,4.15,C,F
SUBA,F,3,5.3,5.23,C,F
MARTIRES,F,15,8.34,3.64,C,F
MARTIRES,F,22,6.28,4.09,C,F
KENNEDY,X,2,6.28,5.8,T,F
KENNEDY,F,32,5.34,4.03,C,F
MARTIRES,F,14,5.39,5.53,C,F
MARTIRES,M,29,6.45,4.31,C,H
USAQUEN,X,40,4.37,6.92,T,F
KENNEDY,F,3,3.99,3.14,C,F
MARTIRES,M,38,6.47,1.7,C,H
SUBA,F,29,3.96,4.16,C,F
SUBA,F,16,6.78,4.99,C,F
SUBA,M,7,1.69,1.94,C,H
KENNEDY,M,27,6.25,4.21,C,H
SUBA,X,25,4.84,7.94,T,F
USAQUEN,F,6,0.91,3.89,C,F
USAQUEN,F,25,3.39,4.75,C,F
USAQUEN,F,28,4.86,4.96,C,F
KENNEDY,F,14,6.63,4.45,C,F
SUBA,M,40,2.58,2.64,C,H
SUBA,M,39,5.25,1.93,C,H
SUBA,F,29,5.94,5.83,C,F
KENNEDY,M,14,4.72,0.45,C,H
SUBA,F,8,3.79,3.28,C,F
MARTIRES,X,15,5.75,6.43,T,F
SUBA,F,13,3.18,4.61,C,F
USAQUEN,M,14,2.33,2.05,C,H
SUBA,M,8,3.55,2.58,C,H
KENNEDY,F,24,9.42,4.8,C,F
KENNEDY,M,22,8.55,3.4,C,H
KENNEDY,M,23,6.5,3.88,C,H
MARTIRES,F,28,6.57,4.26,C,F
MARTIRES,X,32,5.39,5.29,T,F
MARTIRES,F,27,6.58,5.17,C,F
MARTIRES,X,31,6.41,5.64,T,F
KENNEDY,F,12,5.82,4.89,C,F
USAQUEN,M,39,5.19,1.93,C,H
KENNEDY,M,7,4.14,1.77,C,H
KENNEDY,M,44,3.75,2.67,C,H
SUBA,F,13,5.18,5.37,C,F
MARTIRES,F,11,3.96,4.01,C,F
SUBA,F,21,6.28,5.15,C,F
KENNEDY,X,21,6.22,8.68,T,F
USAQUEN,F,16,6.25,4.58,C,F
SUBA,F,9,2.47,4.51,C,F
USAQUEN,F,22,3.97,4.83,C,F
KENNEDY,F,9,5.32,2.8,C,F
KENNEDY,F,28,7.25,5.31,C,F
MARTIRES,F,35,5.5,4.15,C,F
KENNEDY,F,20,9.61,3.87,C,F
KENNEDY,M,14,6.5,1.68,C,H
SUBA,M,22,4.84,4.35,C,H
KENNEDY,M,9,4.77,3.49,C,H
KENNEDY,M,13,6.09,1.18,C,H
MARTIRES,F,29,6.59,4.05,C,F
USAQUEN,F,19,4.95,5.48,C,F
KENNEDY,M,5,3.05,2.52,C,H
MARTIRES,F,5,3.44,4.97,C,F
SUBA,F,4,2.88,1.74,C,F
MARTIRES,F,17,5.29,4.53,C,F
SUBA,F,11,4.74,4.16,C,F
MARTIRES,X,32,5.52,4.99,T,F
KENNEDY,F,28,5.78,5.27,C,F
KENNEDY,M,16,9.03,3.75,C,H
MARTIRES,M,40,3.68,1.52,C,H
SUBA,F,31,5.03,2.89,C,F
MARTIRES,M,50,3.66,2.02,C,H
KENNEDY,M,18,6.57,3.08,C,H
MARTIRES,M,11,6.39,2.46,C,H
USAQUEN,X,43,0.03,6.6,T,F
USAQUEN,M,3,3.86,2.5,C,H
USAQUEN,X,27,4.74,5.93,T,F
KENNEDY,F,36,7.31,3.98,C,F
KENNEDY,M,42,4.19,1.43,C,H
SUBA,F,26,4.32,4.19,C,F
SUBA,M,23,6.51,4.88,C,H
SUBA,M,30,4.42,0.93,C,H
KENNEDY,F,12,5.69,2.59,C,F
KENNEDY,M,6,3.68,2.42,C,H
USAQUEN,M,22,4.85,2.26,C,H
SUBA,M,4,2.37,3.31,C,H
SUBA,F,3,1.2,4.37,C,F
MARTIRES,M,20,7.89,4.07,C,H
KENNEDY,M,20,8.42,4.01,C,H
USAQUEN,M,46,2.93,1.11,C,H
MARTIRES,F,36,7.41,3.38,C,F
SUBA,F,16,6.95,6.21,C,F
KENNEDY,M,19,7.2,4.04,C,H
USAQUEN,F,24,5.85,5.46,C,F
USAQUEN,X,44,2.77,5.04,T,F
KENNEDY,F,39,6.87,2.96,C,F
USAQUEN,F,21,6.02,3.2,C,F
SUBA,M,30,4.57,2.11,C,H
USAQUEN,M,42,3.36,1.37,C,H
KENNEDY,M,18,8.33,3.62,C,H
KENNEDY,M,35,6.94,2.01,C,H
KENNEDY,M,13,7.25,2.68,C,H
USAQUEN,M,3,1.11,1.39,C,H
KENNEDY,M,13,6.86,2.25,C,H
MARTIRES,F,32,6.9,3.39,C,F
USAQUEN,F,11,4.35,2.12,C,F
KENNEDY,M,25,5.72,3.41,C,H
USAQUEN,X,32,3.84,5.87,T,F
SUBA,F,48,3.35,4.5,C,F
SUBA,F,2,1.67,4.16,C,F
KENNEDY,F,20,6.61,5.13,C,F
USAQUEN,F,7,2.67,4.93,C,F
USAQUEN,F,8,3.93,3.62,C,F
KENNEDY,F,19,8.74,5.09,C,F
MARTIRES,M,12,4.31,2.27,C,H
USAQUEN,M,9,2.82,3.45,C,H
KENNEDY,F,29,6.98,4.22,C,F
KENNEDY,F,25,8.19,3.8,C,F
USAQUEN,M,16,4.77,2.21,C,H
MARTIRES,F,15,6.5,6.5,C,F
KENNEDY,M,8,5.48,0.66,C,H
KENNEDY,F,1,3.53,4.96,C,F
USAQUEN,F,18,4.56,4.41,C,F
SUBA,F,4,0.72,4.61,C,F
MARTIRES,M,19,8.5,2.84,C,H
SUBA,X,61,1.55,5.59,T,F
SUBA,M,9,2.57,1.82,C,H
MARTIRES,M,34,6.61,2.33,C,H
SUBA,F,23,6.23,4.5,C,F
USAQUEN,F,14,1.1,3.08,C,F
SUBA,M,20,7.22,2.57,C,H
SUBA,X,38,5.33,6.05,T,F
KENNEDY,F,32,6.69,3.68,C,F
SUBA,F,24,4.4,4.07,C,F
KENNEDY,M,20,9.15,3.8,C,H
KENNEDY,M,12,5.49,3.02,C,H
USAQUEN,X,62,0.56,4.74,T,F
MARTIRES,F,40,2.67,3.14,C,F
USAQUEN,F,27,3.05,3.81,C,F
KENNEDY,M,30,8.45,3.06,C,H
SUBA,F,11,3.75,4.69,C,F
MARTIRES,F,18,6.2,5.74,C,F
KENNEDY,F,28,7.77,6.77,C,F
MARTIRES,F,24,5.48,5.41,C,F
SUBA,F,14,6.9,4.6,C,F
KENNEDY,M,14,5.25,4.03,C,H
USAQUEN,F,15,4.24,5.32,C,F
KENNEDY,F,14,4.9,3.69,C,F
KENNEDY,X,44,3.87,6.82,T,F
MARTIRES,X,59,3.4,5.11,T,F
SUBA,M,33,4.01,3.28,C,H
MARTIRES,M,21,8.58,4.66,C,H
KENNEDY,M,20,8.55,3.05,C,H
SUBA,F,6,2.66,4.92,C,F
MARTIRES,F,30,7.63,5.11,C,F
KENNEDY,F,46,4.36,4.06,C,F
USAQUEN,F,47,3.28,3.03,C,F
SUBA,M,9,4.0,2.2,C,H
MARTIRES,F,25,5.31,5.57,C,F
USAQUEN,F,1,0.43,5.81,C,F
MARTIRES,M,4,3.85,3.11,C,H
USAQUEN,F,12,3.53,4.58,C,F
MARTIRES,F,9,5.7,3.32,C,F
USAQUEN,X,38,3.45,5.13,T,F
USAQUEN,M,12,4.21,1.67,C,H
MARTIRES,M,23,7.44,3.42,C,H
SUBA,X,41,3.29,6.77,T,F
KENNEDY,F,40,4.26,5.28,C,F
MARTIRES,M,62,4.31,0.46,C,H
MARTIRES,F,5,5.16,4.01,C,F
USAQUEN,F,5,0.82,6.67,C,F
MARTIRES,M,8,4.12,0.26,C,H
SUBA,M,45,3.36,0.04,C,H
KENNEDY,M,25,7.1,2.74,C,H
MARTIRES,X,33,5.65,5.03,T,F
MARTIRES,F,33,7.11,3.1,C,F
SUBA,M,23,7.26,3.07,C,H
USAQUEN,M,11,3.05,2.66,C,H
SUBA,F,14,3.94,4.32,C,F
MARTIRES,M,16,6.85,3.41,C,H
SUBA,M,29,4.1,1.81,C,H
MARTIRES,M,20,7.7,2.12,C,H
MARTIRES,X,44,3.17,8.6,T,F
MARTIRES,M,33,5.56,1.47,C,H
USAQUEN,F,7,2.36,4.24,C,F
MARTIRES,M,33,5.96,2.93,C,H
SUBA,M,26,4.54,2.5,C,H
MARTIRES,F,30,5.33,3.05,C,F
KENNEDY,M,27,6.36,4.54,C,H
KENNEDY,F,15,8.66,3.23,C,F
USAQUEN,M,21,4.2,2.57,C,H
SUBA,M,5,2.26,4.09,C,H
SUBA,M,17,5.2,3.11,C,H
KENNEDY,F,5,7.58,3.16,C,F
MARTIRES,F,8,3.54,2.19,C,F
KENNEDY,F,10,4.9,3.32,C,F
USAQUEN,M,16,6.02,3.23,C,H
USAQUEN,F,16,5.12,6.61,C,F
MARTIRES,F,16,5.67,6.3,C,F
KENNEDY,F,18,7.82,4.49,C,F
USAQUEN,F,17,2.83,4.36,C,F
SUBA,F,8,1.59,2.74,C,F
SUBA,F,8,2.8,4.21,C,F
MARTIRES,M,14,5.02,3.53,C,H
USAQUEN,F,31,4.77,3.38,C,F
SUBA,M,41,3.25,1.29,C,H
SUBA,M,16,5.39,3.73,C,H
KENNEDY,X,49,3.36,7.42,T,F
USAQUEN,F,17,4.31,4.58,C,F
KENNEDY,F,21,9.9,6.3,C,F
USAQUEN,M,20,5.53,1.53,C,H
MARTIRES,M,17,6.41,2.18,C,H
SUBA,F,56,3.21,1.13,C,F
MARTIRES,F,4,3.29,2.7,C,F
SUBA,F,26,3.18,4.98,C,F
KENNEDY,M,32,5.42,2.37,C,H
SUBA,F,14,3.82,4.18,C,F
MARTIRES,X,31,5.75,5.81,T,F
KENNEDY,F,34,8.74,3.64,C,F
KENNEDY,F,1,5.22,3.01,C,F
KENNEDY,F,14,8.18,5.58,C,F
MARTIRES,F,44,4.57,2.81,C,F
SUBA,M,23,4.46,2.13,C,H
MARTIRES,F,43,2.46,4.08,C,F
KENNEDY,M,26,7.86,2.98,C,H
KENNEDY,F,24,7.47,6.41,C,F
USAQUEN,M,18,5.87,2.32,C,H
KENNEDY,M,22,9.68,2.67,C,H
USAQUEN,M,10,1.69,3.32,C,H
SUBA,M,12,4.22,0.74,C,H
KENNEDY,M,35,7.27,2.3,C,H
SUBA,M,6,2.66,1.53,C,H
SUBA,F,15,4.0,3.81,C,F
USAQUEN,F,38,2.39,4.57,C,F
SUBA,M,10,3.87,0.22,C,H
KENNEDY,F,9,5.03,2.62,C,F
SUBA,M,27,3.42,1.83,C,H
MARTIRES,M,14,4.27,4.89,C,H
MARTIRES,F,20,7.46,6.0,C,F
USAQUEN,X,39,3.59,5.51,T,F
KENNEDY,M,16,7.31,3.44,C,H
USAQUEN,M,25,2.58,2.17,C,H
SUBA,M,48,2.22,2.88,C,H
USAQUEN,F,22,5.9,6.11,C,F
KENNEDY,M,16,7.76,3.33,C,H
SUBA,M,29,5.55,3.15,C,H
SUBA,M,29,4.69,2.15,C,H
SUBA,X,36,4.73,6.02,T,F
SUBA,F,40,4.88,4.41,C,F
KENNEDY,F,25,6.04,6.92,C,F
KENNEDY,X,42,5.53,5.64,T,F
KENNEDY,F,24,6.85,3.82,C,F
MARTIRES,F,8,3.71,5.02,C,F
KENNEDY,M,20,8.56,2.61,C,H
SUBA,M,13,2.54,1.29,C,H
USAQUEN,M,16,6.28,4.3,C,H
MARTIRES,M,39,7.81,2.56,C,H
KENNEDY,M,27,6.56,1.24,C,H
KENNEDY,F,12,4.37,3.59,C,F
USAQUEN,M,30,3.01,1.66,C,H
MARTIRES,F,23,5.82,5.0,C,F
SUBA,M,32,4.54,1.95,C,H
SUBA,M,12,4.08,3.1,C,H
USAQUEN,M,33,3.42,1.28,C,H
MARTIRES,M,34,7.17,3.1,C,H
MARTIRES,F,15,7.89,5.37,C,F
SUBA,M,4,2.04,2.03,C,H
KENNEDY,F,8,5.17,5.78,C,F
MARTIRES,M,11,4.11,3.65,C,H
MARTIRES,M,35,6.51,1.98,C,H
MARTIRES,F,15,5.78,4.9,C,F
USAQUEN,M,25,4.14,3.19,C,H
KENNEDY,F,13,5.29,4.46,C,F
KENNEDY,F,5,5.36,4.49,C,F
MARTIRES,M,11,7.1,1.39,C,H
USAQUEN,M,32,3.28,0.96,C,H
SUBA,F,7,2.62,3.56,C,F
USAQUEN,F,7,3.3,4.21,C,F
USAQUEN,M,2,0.48,2.21,C,H
SUBA,F,25,4.04,4.27,C,F
USAQUEN,F,35,4.77,5.27,C,F
USAQUEN,F,6,1.8,3.64,C,F
MARTIRES,F,6,5.96,2.32,C,F
KENNEDY,F,19,6.3,3.16,C,F
KENNEDY,M,21,7.96,1.84,C,H
KENNEDY,M,36,6.62,2.82,C,H
SUBA,F,18,8.83,3.24,C,F
SUBA,F,1,4.45,4.28,C,F
USAQUEN,F,14,3.77,6.33,C,F
MARTIRES,F,34,5.88,2.91,C,F
MARTIRES,M,15,6.0,4.65,C,H
KENNEDY,F,19,7.53,6.09,C,F
MARTIRES,F,8,3.38,3.31,C,F
MARTIRES,F,42,5.15,4.38,C,F
KENNEDY,F,38,7.12,0.95,C,F
SUBA,M,21,5.52,3.45,C,H
MARTIRES,F,33,6.22,3.37,C,F
MARTIRES,F,41,4.01,4.05,C,F
SUBA,F,19,5.25,5.98,C,F
KENNEDY,X,38,6.85,5.7,T,F
KENNEDY,M,17,7.44,3.47,C,H
SUBA,F,23,5.89,5.51,C,F
MARTIRES,M,19,6.61,3.66,C,H
SUBA,F,37,4.37,3.43,C,F
KENNEDY,M,13,4.86,1.91,C,H
MARTIRES,M,19,6.04,2.06,C,H
SUBA,M,29,5.6,2.32,C,H
KENNEDY,F,10,5.9,3.6,C,F
KENNEDY,M,39,8.36,1.34,C,H
SUBA,M,12,3.0,3.33,C,H
SUBA,M,18,5.3,2.99,C,H
USAQUEN,M,32,3.84,4.17,C,H
USAQUEN,F,10,4.48,3.98,C,F
SUBA,M,15,7.55,3.02,C,H
SUBA,F,4,2.89,5.73,C,F
KENNEDY,M,25,5.65,4.22,C,H
USAQUEN,F,5,3.86,2.88,C,F
KENNEDY,X,18,7.71,6.92,T,F
USAQUEN,F,20,4.5,5.38,C,F
MARTIRES,M,24,7.79,2.08,C,H
USAQUEN,F,6,1.04,3.07,C,F
USAQUEN,M,43,1.61,2.37,C,H
SUBA,F,4,1.13,4.41,C,F
USAQUEN,F,28,1.9,5.63,C,F
SUBA,F,37,5.22,5.53,C,F
USAQUEN,M,10,1.92,2.25,C,H
SUBA,F,21,6.67,5.13,C,F
SUBA,M,23,5.96,3.76,C,H
SUBA,M,28,4.67,4.25,C,H
MARTIRES,M,10,4.5,1.74,C,H
USAQUEN,F,38,3.72,5.59,C,F
KENNEDY,F,9,5.85,3.96,C,F
MARTIRES,F,4,4.43,3.02,C,F
MARTIRES,F,9,5.75,3.87,C,F
SUBA,F,46,2.26,5.44,C,F
MARTIRES,M,43,4.01,1.52,C,H
KENNEDY,M,13,6.12,1.95,C,H
MARTIRES,F,31,4.84,3.71,C,F
USAQUEN,F,20,4.69,4.72,C,F
MARTIRES,F,14,4.12,4.1,C,F
USAQUEN,M,29,2.21,1.22,C,H
MARTIRES,M,43,3.75,4.76,C,H
SUBA,F,7,2.7,3.2,C,F
KENNEDY,M,9,5.09,0.33,C,H
USAQUEN,F,27,5.07,5.07,C,F
USAQUEN,F,35,4.67,3.52,C,F
MARTIRES,X,12,5.43,7.4,T,F
KENNEDY,M,26,7.76,2.42,C,H
MARTIRES,M,19,7.62,1.78,C,H
KENNEDY,M,3,5.5,2.15,C,H
USAQUEN,M,9,1.63,0.53,C,H
MARTIRES,F,26,6.01,3.21,C,F
MARTIRES,M,19,7.3,3.95,C,H
USAQUEN,F,10,1.36,4.02,C,F
USAQUEN,M,11,3.07,2.0,C,H
MARTIRES,F,31,6.25,3.68,C,F
KENNEDY,M,5,4.45,2.9,C,H
SUBA,F,55,4.39,3.52,C,F
SUBA,X,32,4.76,7.19,T,F
SUBA,M,36,3.57,1.36,C,H
SUBA,F,17,5.55,5.81,C,F
USAQUEN,M,9,1.05,1.32,C,H
USAQUEN,M,32,2.2,2.9,C,H
USAQUEN,F,17,6.15,3.68,C,F
USAQUEN,M,4,2.34,2.23,C,H
MARTIRES,M,23,6.41,2.89,C,H
MARTIRES,M,27,6.2,3.36,C,H
KENNEDY,M,13,6.04,2.87,C,H
KENNEDY,X,24,9.62,5.88,T,F
USAQUEN,M,15,5.75,3.36,C,H
KENNEDY,F,2,5.88,4.57,C,F
USAQUEN,F,30,3.68,4.74,C,F
MARTIRES,F,11,4.46,3.38,C,F
KENNEDY,F,23,8.53,4.59,C,F
MARTIRES,F,31,4.66,3.49,C,F
KENNEDY,M,16,6.89,4.57,C,H
USAQUEN,F,19,5.45,4.43,C,F
USAQUEN,M,47,0.58,3.04,C,H
KENNEDY,F,4,2.99,4.31,C,F
SUBA,F,6,2.76,3.83,C,F
SUBA,F,31,4.86,3.82,C,F
USAQUEN,F,11,3.2,2.13,C,F
MARTIRES,F,34,4.33,2.76,C,F
USAQUEN,F,16,4.79,4.96,C,F
